"","UNIVERSITY.NAME","STATUS","TARGET.MAJOR","TERM","GRE.Q.","GRE.V.","GRE.AWA.","GRE.TOTAL.","TOEFL","UG.COLLEGE","UG.MAJOR","CGPA","PAPERS","WORK.EXPERIENCE.M."
"692","University of California, Los Angeles","Admit","Computer Science","Fall 2020",169,153,3.5,322,115,"IIT Varanasi","Electrical Engineering",9.13,0,30
"693","University of Minnesota, Twin Cities","Reject","AI_ML_DS","Fall 2020",168,150,3,318,100,"IIT Varanasi","Electrical Engineering",7.13,0,0
"694","University of Florida, Gainesville","Admit","Computer Science","Fall 2016",167,153,4,320,108,"IIT Varanasi","Electrical Engineering",8.16,0,0
"695","Columbia University","Admit","Computer Science","Fall 2019",167,158,3.5,325,110,"IIT Varanasi","Computer Science",9.15,3,0
"696","Texas A&M University, College Station","Admit","Computer Science","Fall 2020",170,158,4,328,112,"IIT Indore","Computer Science",9.2,0,0
"697","Texas A&M University, College Station","Admit","Mechanical Engineering","Fall 2017",164,155,4,319,101,"IIT Indore","Mechanical Engineering",7.5,0,0
"698","University of California, San Diego","Admit","Computer Science","Fall 2016",170,155,3.5,325,104,"IIT Indore","Computer Science",8.5,0,0
"699","Carnegie Mellon University","Reject","Computer Science","Fall 2016",168,157,4,325,101,"IIT Indore","Computer Science",8.11,0,0
"700","Virginia Tech University","Admit","Mechanical Engineering","Fall 2015",168,166,4,334,120,"IIT Indore","Electrical Engineering",9,0,0
"701","University of Texas, Austin","Reject","Computer Science","Fall 2016",170,155,3.5,325,104,"IIT Indore","Computer Science",8.5,0,0
"702","University of Oxford","Admit","Computer Science","Fall 2018",168,158,3.5,326,117,"IIT Indore","Computer Science",9,0,16
"703","University of California, San Diego","Admit","Computer Science","Fall 2016",166,155,3.5,321,101,"IIT Indore","Electrical Engineering",8.9,0,0
"704","Georgia Institute of Technology","Reject","Computer Science","Fall 2016",170,155,3.5,325,104,"IIT Indore","Computer Science",8.5,0,0
"705","Texas A&M University, College Station","Reject","Computer Science","Fall 2015",166,154,3,320,99,"IIT Indore","Computer Science",7,0,0
"706","University of Michigan, Ann Arbor","Admit","Mechanical Engineering","Fall 2016",166,158,4,324,110,"IIT Indore","Mechanical Engineering",8.81,0,0
"707","University of California, Los Angeles","Admit","Materials Science & Engineering","Fall 2020",170,143,3.5,313,108,"IIT Indore","Metallurgical Engineering",8.36,0,0
"708","KTH, Royal Institute of Technology","Admit","AI_ML_DS","Fall 2019",168,159,3.5,327,111,"IIT Indore","Electrical Engineering",8.43,1,19
"709","University of Cincinnati","Admit","Business Studies","Fall 2017",167,154,3.5,321,104,"IIT Indore","Electrical Engineering",7.4,0,0
"710","University of Michigan, Ann Arbor","Reject","AI_ML_DS","Fall 2019",168,159,3.5,327,111,"IIT Indore","Electrical Engineering",8.43,1,19
"711","Columbia University","Admit","Computer Science","Fall 2016",166,162,4.5,328,116,"IIT Indore","Computer Science",8.68,0,0
"712","University of Southern California","Admit","Computer Science","Fall 2020",169,152,3.5,321,104,"IIT Indore","Electrical Engineering",8.6,0,0
"713","Portland State University","Admit","Computer Science","Fall 2017",166,150,3,316,100,"IIT Indore","Electrical Engineering",7.9,0,0
"714","University of Utah","Reject","Computer Science","Fall 2015",166,154,3,320,99,"IIT Indore","Computer Science",7,0,0
"715","Stanford University","Reject","Materials Science & Engineering","Fall 2020",170,150,3.5,320,105,"IIT Indore","Metallurgical Engineering",8.04,0,0
"716","Stanford University","Admit","Electrical Engineering","Fall 2016",167,160,3.5,327,110,"IIT Indore","Electrical Engineering",9.56,0,0
"717","University of California, Davis","Reject","Computer Science","Fall 2017",168,153,3.5,321,107,"IIT Indore","Computer Science",8.16,0,0
"718","Purdue University, West Lafayette","Admit","Mechanical Engineering","Fall 2016",170,163,4.5,333,112,"IIT Indore","Mechanical Engineering",8.59,0,0
"719","Arizona State University","Reject","Electrical Engineering","Fall 2015",167,152,0,319,100,"IIT Indore","Electrical Engineering",7.9,0,0
"720","Clemson University","Admit","Mechanical Engineering","Fall 2017",164,155,4,319,101,"IIT Indore","Mechanical Engineering",7.5,0,0
"721","University of Maryland, College Park","Reject","Computer Science","Fall 2016",168,157,4,325,101,"IIT Indore","Computer Science",8.11,0,0
"722","North Carolina State University","Reject","Mechanical Engineering","Fall 2017",164,155,4,319,101,"IIT Indore","Mechanical Engineering",7.5,0,0
"723","University of Texas, Austin","Reject","Computer Science","Fall 2015",166,154,3,320,99,"IIT Indore","Computer Science",7,0,0
"724","University of Toronto","Reject","Computer Science","Fall 2019",168,159,3.5,327,111,"IIT Indore","Electrical Engineering",8.43,1,19
"725","Virginia Tech University","Admit","Mechanical Engineering","Fall 2017",164,155,4,319,101,"IIT Indore","Mechanical Engineering",7.5,0,0
"726","University of Michigan, Ann Arbor","Admit","Computer Science","Fall 2016",167,160,3.5,327,110,"IIT Indore","Electrical Engineering",9.56,0,0
"727","University of California, Irvine","Reject","Computer Science","Fall 2017",170,153,4,323,115,"IIT Indore","Computer Science",8.5,0,0
"728","Carnegie Mellon University","Admit","Computer Science","Fall 2017",168,153,3.5,321,107,"IIT Indore","Computer Science",8.16,0,0
"729","University of Minnesota, Twin Cities","Admit","Mechanical Engineering","Fall 2016",166,158,4,324,110,"IIT Indore","Mechanical Engineering",8.81,0,0
"730","University of Illinois, Urbana Champaign","Admit","Civil Engineering","Fall 2020",168,153,3.5,321,106,"IIT Indore","Civil Engineering",8.16,0,0
"731","State University of New York, Stony Brook","Admit","Computer Science","Fall 2018",168,149,3.5,317,99,"IIT Indore","Electrical Engineering",7.3,0,12
"732","Drexel University","Admit","Electrical Engineering","Nd 2015",170,157,4,327,112,"IIT Indore","Computer Science",8,0,0
"733","Arizona State University","Admit","Manufacturing Engineering","Fall 2016",168,149,3,317,102,"IIT Indore","Mechanical Engineering",7.33,0,0
"734","University of California, Santa Barbara","Reject","Computer Science","Fall 2017",168,150,3.5,318,96,"IIT Indore","Electrical Engineering",8.93,1,0
"735","Carnegie Mellon University","Reject","Computer Science","Fall 2017",170,153,4,323,115,"IIT Indore","Computer Science",8.5,0,0
"736","Arizona State University","Admit","Computer Science","Fall 2018",168,149,3.5,317,99,"IIT Indore","Electrical Engineering",7.3,0,12
"737","University of Arizona","Admit","Computer Science","Fall 2017",166,150,3,316,100,"IIT Indore","Electrical Engineering",7.9,0,0
"738","Purdue University, West Lafayette","Reject","Computer Science","Fall 2016",166,155,3.5,321,101,"IIT Indore","Electrical Engineering",8.9,0,0
"739","University of California, San Diego","Admit","Computer Science","Fall 2017",168,150,3.5,318,96,"IIT Indore","Electrical Engineering",8.93,1,0
"740","University of California, Irvine","Admit","Computer Science","Fall 2017",168,153,3.5,321,107,"IIT Indore","Computer Science",8.16,0,0
"741","Rice University","Admit","Electrical Engineering","Fall 2019",170,157,4,327,106,"IIT Indore","Electrical Engineering",8.1,0,0
"742","State University of New York, Buffalo","Admit","Mechanical Engineering","Fall 2017",164,155,4,319,101,"IIT Indore","Mechanical Engineering",7.5,0,0
"743","University of California, Los Angeles","Reject","Computer Science","Fall 2016",170,155,3.5,325,104,"IIT Indore","Computer Science",8.5,0,0
"744","Georgia Institute of Technology","Reject","Computer Science","Fall 2017",168,150,3.5,318,96,"IIT Indore","Electrical Engineering",8.93,1,0
"745","North Carolina State University","Admit","Computer Science","Fall 2018",168,149,3.5,317,99,"IIT Indore","Electrical Engineering",7.3,0,12
"746","University of California, San Diego","Reject","Computer Science","Fall 2017",170,159,4.5,329,111,"IIT Indore","Electrical Engineering",8.41,0,0
"747","University of Massachusetts, Amherst","Reject","Computer Science","Fall 2015",167,152,0,319,100,"IIT Indore","Electrical Engineering",7.9,0,0
"748","University of Illinois, Urbana Champaign","Admit","Computer Science","Fall 2017",170,162,4,332,114,"IIT Indore","Computer Science",9.1,0,0
"749","University of Texas, Dallas","Reject","Computer Science","Fall 2018",168,149,3.5,317,99,"IIT Indore","Electrical Engineering",7.3,0,12
"750","University of California, Berkeley","Reject","Electrical Engineering","Fall 2016",166,155,3.5,321,101,"IIT Indore","Electrical Engineering",8.9,0,0
"751","North Carolina State University","Reject","Mechanical Engineering","Fall 2015",170,149,0,319,96,"IIT Indore","Mechanical Engineering",8.21,0,0
"752","State University of New York, Stony Brook","Admit","Materials Science & Engineering","Fall 2020",170,150,3.5,320,105,"IIT Indore","Metallurgical Engineering",8.04,0,0
"753","Dartmouth College","Admit","Computer Science","Fall 2016",170,155,3.5,325,104,"IIT Indore","Computer Science",8.5,0,0
"754","Columbia University","Admit","Electrical Engineering","Fall 2016",167,160,3.5,327,110,"IIT Indore","Electrical Engineering",9.56,0,0
"755","University of Maryland, College Park","Reject","Computer Science","Fall 2017",170,153,4,323,115,"IIT Indore","Computer Science",8.5,0,0
"756","University of California, San Diego","Reject","Computer Science","Fall 2017",168,153,3.5,321,107,"IIT Indore","Computer Science",8.16,0,0
"757","University of California, Irvine","Admit","Computer Science","Fall 2017",170,159,4.5,329,111,"IIT Indore","Electrical Engineering",8.41,0,0
"758","University of California, Los Angeles","Admit","Electrical Engineering","Fall 2017",168,150,3.5,318,96,"IIT Indore","Electrical Engineering",8.93,1,0
"759","University of California, Los Angeles","Reject","Materials Science & Engineering","Fall 2020",170,150,3.5,320,105,"IIT Indore","Metallurgical Engineering",8.04,0,0
"760","University of Texas, Austin","Reject","Mechanical Engineering","Fall 2015",170,149,0,319,96,"IIT Indore","Mechanical Engineering",8.21,0,0
"761","University of Washington","Reject","AI_ML_DS","Fall 2019",168,159,3.5,327,111,"IIT Indore","Electrical Engineering",8.43,1,19
"762","Georgia Institute of Technology","Admit","Computer Science","Fall 2016",167,160,3.5,327,110,"IIT Indore","Electrical Engineering",9.56,0,0
"763","Georgia Institute of Technology","Reject","Computer Science","Fall 2017",169,160,4,329,117,"IIT Indore","Electrical Engineering",8.3,0,0
"764","Georgia Institute of Technology","Reject","Mechanical Engineering","Fall 2015",170,149,0,319,96,"IIT Indore","Mechanical Engineering",8.21,0,0
"765","Carnegie Mellon University","Reject","Computer Science","Fall 2018",168,158,3.5,326,117,"IIT Indore","Computer Science",9,0,16
"766","Virginia Tech University","Admit","Mechanical Engineering","Fall 2016",168,149,3,317,102,"IIT Indore","Mechanical Engineering",7.33,0,0
"767","Arizona State University","Admit","Electrical Engineering","Fall 2017",166,150,3,316,100,"IIT Indore","Electrical Engineering",7.9,0,0
"768","University of California, San Diego","Reject","Computer Science","Fall 2015",166,154,3,320,99,"IIT Indore","Computer Science",7,0,0
"769","Columbia University","Admit","Electrical Engineering","Fall 2017",169,160,4,329,117,"IIT Indore","Electrical Engineering",8.3,0,0
"770","University of Florida, Gainesville","Admit","Computer Science","Fall 2015",166,154,3,320,99,"IIT Indore","Computer Science",7,0,0
"771","Georgia Institute of Technology","Reject","Computer Science","Fall 2019",170,157,4,327,106,"IIT Indore","Electrical Engineering",8.1,0,0
"772","University of Massachusetts, Amherst","Reject","Computer Science","Fall 2015",166,154,3,320,99,"IIT Indore","Computer Science",7,0,0
"773","Virginia Tech University","Admit","Mechanical Engineering","Fall 2016",166,158,4,324,110,"IIT Indore","Mechanical Engineering",8.81,0,0
"774","University of California, Irvine","Admit","Computer Science","Fall 2016",168,157,4,325,101,"IIT Indore","Computer Science",8.11,0,0
"775","State University of New York, Buffalo","Admit","Mechanical Engineering","Fall 2015",170,149,0,319,96,"IIT Indore","Mechanical Engineering",8.21,0,0
"776","University of Illinois, Urbana Champaign","Reject","Computer Science","Fall 2016",166,155,3.5,321,101,"IIT Indore","Electrical Engineering",8.9,0,0
"777","Texas A&M University, College Station","Admit","Mechanical Engineering","Fall 2016",166,158,4,324,110,"IIT Indore","Mechanical Engineering",8.81,0,0
"778","Texas A&M University, College Station","Admit","Electrical Engineering","Fall 2017",166,150,3,316,100,"IIT Indore","Electrical Engineering",7.9,0,0
"779","University of California, Los Angeles","Reject","Electrical Engineering","Fall 2016",167,160,3.5,327,110,"IIT Indore","Electrical Engineering",9.56,0,0
"780","Carnegie Mellon University","Reject","Computer Science","Fall 2016",169,154,3.5,323,103,"IIT Indore","Electrical Engineering",8.1,0,0
"781","New York University","Reject","AI_ML_DS","Fall 2019",168,159,3.5,327,111,"IIT Indore","Electrical Engineering",8.43,1,19
"782","University of Washington","Admit","Mechanical Engineering","Fall 2016",170,163,4.5,333,112,"IIT Indore","Mechanical Engineering",8.59,0,0
"783","Georgia Institute of Technology","Reject","Computer Science","Fall 2016",166,155,3.5,321,101,"IIT Indore","Electrical Engineering",8.9,0,0
"784","State University of New York, Buffalo","Admit","Computer Science","Fall 2018",168,149,3.5,317,99,"IIT Indore","Electrical Engineering",7.3,0,12
"785","University of California, Berkeley","Reject","Materials Science & Engineering","Fall 2020",170,150,3.5,320,105,"IIT Indore","Metallurgical Engineering",8.04,0,0
